"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_abstract"	"source_metadata_url"
"P2FALLBACK-20B-M20B-EVID-004605-P2-DIRECT-FT"	"20B"	"M20B-EVID-004605-P2-DIRECT-FT"	""	"PMID:23690594; PMCID:PMC3677493; DOI:10.1073/pnas.1219004110; https://pmc.ncbi.nlm.nih.gov/articles/PMC3677493/"	"23690594"	"PMC3677493"	"10.1073/pnas.1219004110"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"GPR37 and GPR37L1 are receptors for the neuroprotective and glioprotective factors prosaptide and prosaposin."	"Rebecca C Meyer; Michelle M Giddens; Stacy A Schaefer; Randy A Hall"	"2013"	"Proceedings of the National Academy of Sciences of the United States of America"	"GPR37 (also known as Pael-R) and GPR37L1 are orphan G protein-coupled receptors that are almost exclusively expressed in the nervous system. We screened these receptors for potential activation by various orphan neuropeptides, and these screens yielded a single positive hit: prosaptide, which promoted the endocytosis of GPR37 and GPR37L1, bound to both receptors and activated signaling in a GPR37- and GPR37L1-dependent manner. Prosaptide stimulation of cells transfected with GPR37 or GPR37L1 induced the phosphorylation of ERK in a pertussis toxin-sensitive manner, stimulated (35)S-GTPγS binding, and promoted the inhibition of forskolin-stimulated cAMP production. Because prosaptide is the active fragment of the secreted neuroprotective and glioprotective factor prosaposin (also known as sulfated glycoprotein-1), we purified full-length prosaposin and found that it also stimulated GPR37 and GPR37L1 signaling. Moreover, both prosaptide and prosaposin were found to protect primary astrocytes against oxidative stress, with these protective effects being attenuated by siRNA-mediated knockdown of endogenous astrocytic GPR37 or GPR37L1. These data reveal that GPR37 and GPR37L1 are receptors for the neuroprotective and glioprotective factors prosaptide and prosaposin."	"https://pubmed.ncbi.nlm.nih.gov/23690594/"
"P2FALLBACK-20B-M20B-EVID-004605-P2-FUNC"	"20B"	"M20B-EVID-004605-P2-FUNC"	""	"PMID:38114054; PMCID:PMC10922973; DOI:10.1016/j.expneurol.2023.114656; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"38114054"	"PMC10922973"	"10.1016/j.expneurol.2023.114656"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"Intranasal administration of recombinant prosaposin attenuates neuronal apoptosis through GPR37/PI3K/Akt/ASK1 pathway in MCAO rats."	"Jing Yu; Jinlan Li; Nathanael Matei; Wenna Wang; Lihui Tang; Jinwei Pang; Xue Li; Lili Fang; Jiping Tang; John H Zhang; Min Yan"	"2023"	"Experimental neurology"	"Studies have reported that Prosaposin (PSAP) is neuroprotective in cerebrovascular diseases. We hypothesized that PSAP would reduce infarct volume by attenuating neuronal apoptosis and promoting cell survival through G protein-coupled receptor 37(GPR37)/PI3K/Akt/ASK1 pathway in middle cerebral artery occlusion (MCAO) rats. Two hundred and thirty-five male and eighteen female Sprague-Dawley rats were used. Recombinant human PSAP (rPSAP) was administered intranasally 1 h (h) after reperfusion. PSAP small interfering ribonucleic acid (siRNA), GPR37 siRNA, and PI3K specific inhibitor LY294002 were administered intracerebroventricularly 48 h before MCAO. Infarct volume, neurological score, immunofluorescence staining, Western blot, Fluoro-Jade C (FJC) and TUNEL staining were examined. The expression of endogenous PSAP and GPR37 were increased after MCAO. Intranasal administration of rPSAP reduced brain infarction, neuronal apoptosis, and improved both short- and long-term neurological function. Knockdown of endogenous PSAP aggravated neurological deficits. Treatment with exogenous rPSAP increased PI3K expression, Akt and ASK1 phosphorylation, and Bcl-2 expression; phosphorylated-JNK and Bax levels were reduced along with the number of FJC and TUNEL positive neurons. GPR37 siRNA and LY294002 abolished the anti-apoptotic effect of rPSAP at 24 h after MCAO. In conclusion, rPSAP attenuated neuronal apoptosis and improved neurological function through GPR37/PI3K/Akt/ASK1 pathway after MCAO in rats. Therefore, further exploration of PSAP as a potential treatment option in ischemic stroke is warranted."	"https://pubmed.ncbi.nlm.nih.gov/38114054/"
"P2FALLBACK-20B-M20B-EVID-004606-P2-DIRECT"	"20B"	"M20B-EVID-004606-P2-DIRECT"	""	"PMID:23690594; PMCID:PMC3677493; DOI:10.1073/pnas.1219004110; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"23690594"	"PMC3677493"	"10.1073/pnas.1219004110"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"GPR37 and GPR37L1 are receptors for the neuroprotective and glioprotective factors prosaptide and prosaposin."	"Rebecca C Meyer; Michelle M Giddens; Stacy A Schaefer; Randy A Hall"	"2013"	"Proceedings of the National Academy of Sciences of the United States of America"	"GPR37 (also known as Pael-R) and GPR37L1 are orphan G protein-coupled receptors that are almost exclusively expressed in the nervous system. We screened these receptors for potential activation by various orphan neuropeptides, and these screens yielded a single positive hit: prosaptide, which promoted the endocytosis of GPR37 and GPR37L1, bound to both receptors and activated signaling in a GPR37- and GPR37L1-dependent manner. Prosaptide stimulation of cells transfected with GPR37 or GPR37L1 induced the phosphorylation of ERK in a pertussis toxin-sensitive manner, stimulated (35)S-GTPγS binding, and promoted the inhibition of forskolin-stimulated cAMP production. Because prosaptide is the active fragment of the secreted neuroprotective and glioprotective factor prosaposin (also known as sulfated glycoprotein-1), we purified full-length prosaposin and found that it also stimulated GPR37 and GPR37L1 signaling. Moreover, both prosaptide and prosaposin were found to protect primary astrocytes against oxidative stress, with these protective effects being attenuated by siRNA-mediated knockdown of endogenous astrocytic GPR37 or GPR37L1. These data reveal that GPR37 and GPR37L1 are receptors for the neuroprotective and glioprotective factors prosaptide and prosaposin."	"https://pubmed.ncbi.nlm.nih.gov/23690594/"
"P2FALLBACK-20B-M20B-EVID-004606-P2-RELAY"	"20B"	"M20B-EVID-004606-P2-RELAY"	""	"PMID:23690594; PMCID:PMC3677493; DOI:10.1073/pnas.1219004110; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"23690594"	"PMC3677493"	"10.1073/pnas.1219004110"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"GPR37 and GPR37L1 are receptors for the neuroprotective and glioprotective factors prosaptide and prosaposin."	"Rebecca C Meyer; Michelle M Giddens; Stacy A Schaefer; Randy A Hall"	"2013"	"Proceedings of the National Academy of Sciences of the United States of America"	"GPR37 (also known as Pael-R) and GPR37L1 are orphan G protein-coupled receptors that are almost exclusively expressed in the nervous system. We screened these receptors for potential activation by various orphan neuropeptides, and these screens yielded a single positive hit: prosaptide, which promoted the endocytosis of GPR37 and GPR37L1, bound to both receptors and activated signaling in a GPR37- and GPR37L1-dependent manner. Prosaptide stimulation of cells transfected with GPR37 or GPR37L1 induced the phosphorylation of ERK in a pertussis toxin-sensitive manner, stimulated (35)S-GTPγS binding, and promoted the inhibition of forskolin-stimulated cAMP production. Because prosaptide is the active fragment of the secreted neuroprotective and glioprotective factor prosaposin (also known as sulfated glycoprotein-1), we purified full-length prosaposin and found that it also stimulated GPR37 and GPR37L1 signaling. Moreover, both prosaptide and prosaposin were found to protect primary astrocytes against oxidative stress, with these protective effects being attenuated by siRNA-mediated knockdown of endogenous astrocytic GPR37 or GPR37L1. These data reveal that GPR37 and GPR37L1 are receptors for the neuroprotective and glioprotective factors prosaptide and prosaposin."	"https://pubmed.ncbi.nlm.nih.gov/23690594/"
"P2FALLBACK-20B-M20B-EVID-004641-P2-DIRECT"	"20B"	"M20B-EVID-004641-P2-DIRECT"	""	"PMID:11159842; DOI:10.1210/endo.142.2.7945; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH2_PTH1R_selected_records.xml"	"11159842"	""	"10.1210/endo.142.2.7945"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH2_PTH1R_selected_records.xml"	"Tuberoinfundibular peptide 39 binds to the parathyroid hormone (PTH)/PTH-related peptide receptor, but functions as an antagonist."	"K B Jonsson; M R John; R C Gensure; T J Gardella; H Jüppner"	"2001"	"Endocrinology"	"The tuberoinfundibular peptide TIP39 [TIP-(1-39)], which exhibits only limited amino acid sequence homology with PTH and PTH-related peptide (PTHrP), stimulates cAMP accumulation in cells expressing the PTH2 receptor (PTH2R), but it is inactive at the PTH/PTHrP receptor (PTH1R). However, when using either (125)I-labeled rat [Nle(8,21),Tyr(34)]PTH-(1-34)amide (rPTH) or (125)I-labeled human [Tyr(36)]PTHrP-(1-36)amide [PTHrP-(1-36)] for radioreceptor studies, TIP-(1-39) bound to LLCPK(1) cells stably expressing the PTH1R (HKrk-B7 cells), albeit with weak apparent affinity (243 +/- 52 and 210 +/- 64 nM, respectively). In comparison to the parent peptide, the apparent binding affinity of TIP-(3-39) was about 3-fold higher, and that of TIP-(9-39) was about 5.5-fold higher. However, despite their improved IC(50) values at the PTH1R, both truncated peptides failed to stimulate cAMP accumulation in HKrk-B7 cells. In contrast, the chimeric peptide PTHrP-(1-20)/TIP-(23-39) bound to HKrk-B7 cells with affinities of 31 +/- 8.2 and 11 +/- 4.0 nM when using radiolabeled rPTH and PTHrP-(1-36), respectively, and it stimulated cAMP accumulation in HKrk-B7 and SaOS-2 cells with potencies (EC(50), 1.40 +/- 0.3 and 0.38 +/- 0.12 nM, respectively) and efficacies (maximum levels, 39 +/- 8 and 31 +/- 3 pmol/well, respectively) similar to those of PTH-(1-34) and PTHrP-(1-36). In both cell lines, TIP(9-39) and, to a lesser extent, TIP-(1-39) inhibited the actions of the three agonists with efficiencies similar to those of [Leu(11),D-Trp(12),Trp(23),Tyr(36)]PTHrP-(7-36)amide, an established PTH1R antagonist. Taken together, the currently available data suggest that the carboxyl-terminal portion of TIP-(1-39) interacts efficiently with the PTH1R, at sites identical to or closely overlapping those used by PTH-(1-34) and PTHrP-(1-36). The amino-terminal residues of TIP-(1-39), however, are unable to interact productively with the PTH1R, thus enabling TIP-(1-39) and some of its truncated analogs to function as an antagonist at this receptor."	"https://pubmed.ncbi.nlm.nih.gov/11159842/"
"P2FALLBACK-20B-M20B-EVID-004641-P2-FUNC"	"20B"	"M20B-EVID-004641-P2-FUNC"	""	"PMID:11159842; DOI:10.1210/endo.142.2.7945; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH2_PTH1R_selected_records.xml"	"11159842"	""	"10.1210/endo.142.2.7945"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH2_PTH1R_selected_records.xml"	"Tuberoinfundibular peptide 39 binds to the parathyroid hormone (PTH)/PTH-related peptide receptor, but functions as an antagonist."	"K B Jonsson; M R John; R C Gensure; T J Gardella; H Jüppner"	"2001"	"Endocrinology"	"The tuberoinfundibular peptide TIP39 [TIP-(1-39)], which exhibits only limited amino acid sequence homology with PTH and PTH-related peptide (PTHrP), stimulates cAMP accumulation in cells expressing the PTH2 receptor (PTH2R), but it is inactive at the PTH/PTHrP receptor (PTH1R). However, when using either (125)I-labeled rat [Nle(8,21),Tyr(34)]PTH-(1-34)amide (rPTH) or (125)I-labeled human [Tyr(36)]PTHrP-(1-36)amide [PTHrP-(1-36)] for radioreceptor studies, TIP-(1-39) bound to LLCPK(1) cells stably expressing the PTH1R (HKrk-B7 cells), albeit with weak apparent affinity (243 +/- 52 and 210 +/- 64 nM, respectively). In comparison to the parent peptide, the apparent binding affinity of TIP-(3-39) was about 3-fold higher, and that of TIP-(9-39) was about 5.5-fold higher. However, despite their improved IC(50) values at the PTH1R, both truncated peptides failed to stimulate cAMP accumulation in HKrk-B7 cells. In contrast, the chimeric peptide PTHrP-(1-20)/TIP-(23-39) bound to HKrk-B7 cells with affinities of 31 +/- 8.2 and 11 +/- 4.0 nM when using radiolabeled rPTH and PTHrP-(1-36), respectively, and it stimulated cAMP accumulation in HKrk-B7 and SaOS-2 cells with potencies (EC(50), 1.40 +/- 0.3 and 0.38 +/- 0.12 nM, respectively) and efficacies (maximum levels, 39 +/- 8 and 31 +/- 3 pmol/well, respectively) similar to those of PTH-(1-34) and PTHrP-(1-36). In both cell lines, TIP(9-39) and, to a lesser extent, TIP-(1-39) inhibited the actions of the three agonists with efficiencies similar to those of [Leu(11),D-Trp(12),Trp(23),Tyr(36)]PTHrP-(7-36)amide, an established PTH1R antagonist. Taken together, the currently available data suggest that the carboxyl-terminal portion of TIP-(1-39) interacts efficiently with the PTH1R, at sites identical to or closely overlapping those used by PTH-(1-34) and PTHrP-(1-36). The amino-terminal residues of TIP-(1-39), however, are unable to interact productively with the PTH1R, thus enabling TIP-(1-39) and some of its truncated analogs to function as an antagonist at this receptor."	"https://pubmed.ncbi.nlm.nih.gov/11159842/"
"P2FALLBACK-20B-M20B-EVID-004641-P2-RELAY"	"20B"	"M20B-EVID-004641-P2-RELAY"	""	"PMID:11159842; DOI:10.1210/endo.142.2.7945; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH2_PTH1R_selected_records.xml"	"11159842"	""	"10.1210/endo.142.2.7945"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PTH2_PTH1R_selected_records.xml"	"Tuberoinfundibular peptide 39 binds to the parathyroid hormone (PTH)/PTH-related peptide receptor, but functions as an antagonist."	"K B Jonsson; M R John; R C Gensure; T J Gardella; H Jüppner"	"2001"	"Endocrinology"	"The tuberoinfundibular peptide TIP39 [TIP-(1-39)], which exhibits only limited amino acid sequence homology with PTH and PTH-related peptide (PTHrP), stimulates cAMP accumulation in cells expressing the PTH2 receptor (PTH2R), but it is inactive at the PTH/PTHrP receptor (PTH1R). However, when using either (125)I-labeled rat [Nle(8,21),Tyr(34)]PTH-(1-34)amide (rPTH) or (125)I-labeled human [Tyr(36)]PTHrP-(1-36)amide [PTHrP-(1-36)] for radioreceptor studies, TIP-(1-39) bound to LLCPK(1) cells stably expressing the PTH1R (HKrk-B7 cells), albeit with weak apparent affinity (243 +/- 52 and 210 +/- 64 nM, respectively). In comparison to the parent peptide, the apparent binding affinity of TIP-(3-39) was about 3-fold higher, and that of TIP-(9-39) was about 5.5-fold higher. However, despite their improved IC(50) values at the PTH1R, both truncated peptides failed to stimulate cAMP accumulation in HKrk-B7 cells. In contrast, the chimeric peptide PTHrP-(1-20)/TIP-(23-39) bound to HKrk-B7 cells with affinities of 31 +/- 8.2 and 11 +/- 4.0 nM when using radiolabeled rPTH and PTHrP-(1-36), respectively, and it stimulated cAMP accumulation in HKrk-B7 and SaOS-2 cells with potencies (EC(50), 1.40 +/- 0.3 and 0.38 +/- 0.12 nM, respectively) and efficacies (maximum levels, 39 +/- 8 and 31 +/- 3 pmol/well, respectively) similar to those of PTH-(1-34) and PTHrP-(1-36). In both cell lines, TIP(9-39) and, to a lesser extent, TIP-(1-39) inhibited the actions of the three agonists with efficiencies similar to those of [Leu(11),D-Trp(12),Trp(23),Tyr(36)]PTHrP-(7-36)amide, an established PTH1R antagonist. Taken together, the currently available data suggest that the carboxyl-terminal portion of TIP-(1-39) interacts efficiently with the PTH1R, at sites identical to or closely overlapping those used by PTH-(1-34) and PTHrP-(1-36). The amino-terminal residues of TIP-(1-39), however, are unable to interact productively with the PTH1R, thus enabling TIP-(1-39) and some of its truncated analogs to function as an antagonist at this receptor."	"https://pubmed.ncbi.nlm.nih.gov/11159842/"
"P2FALLBACK-20B-M20B-EVID-004699-P2-FUNC"	"20B"	"M20B-EVID-004699-P2-FUNC"	""	"PMID:27143755; DOI:10.1242/dev.118638; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RGMB_NEO1_selected_records.xml"	"27143755"	""	"10.1242/dev.118638"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_RGMB_NEO1_selected_records.xml"	"RGMB and neogenin control cell differentiation in the developing olfactory epithelium."	"Joseph Wai Keung Kam; Emilie Dumontier; Christopher Baim; Alexandra C Brignall; David Mendes da Silva; Mitra Cowan; Timothy E Kennedy; Jean-François Cloutier"	"2016"	"Development (Cambridge, England)"	"Cellular interactions are key for the differentiation of distinct cell types within developing epithelia, yet the molecular mechanisms engaged in these interactions remain poorly understood. In the developing olfactory epithelium (OE), neural stem/progenitor cells give rise to odorant-detecting olfactory receptor neurons (ORNs) and glial-like sustentacular (SUS) cells. Here, we show in mice that the transmembrane receptor neogenin (NEO1) and its membrane-bound ligand RGMB control the balance of neurons and glial cells produced in the OE. In this layered epithelium, neogenin is expressed in progenitor cells, while RGMB is restricted to adjacent newly born ORNs. Ablation of Rgmb via gene-targeting increases the number of dividing progenitor cells in the OE and leads to supernumerary SUS cells. Neogenin loss-of-function phenocopies these effects observed in Rgmb(-/-) mice, supporting the proposal that RGMB-neogenin signaling regulates progenitor cell numbers and SUS cell production. Interestingly, Neo1(-/-) mice also exhibit increased apoptosis of ORNs, implicating additional ligands in the neogenin-dependent survival of ORNs. Thus, our results indicate that RGMB-neogenin-mediated cell-cell interactions between newly born neurons and progenitor cells control the ratio of glia and neurons produced in the OE."	"https://pubmed.ncbi.nlm.nih.gov/27143755/"
"P2FALLBACK-20B-M20B-EVID-004803-P2-DIRECT"	"20B"	"M20B-EVID-004803-P2-DIRECT"	""	"PMID:24039998; PMCID:PMC3769348; DOI:10.1371/journal.pone.0073610; https://pmc.ncbi.nlm.nih.gov/articles/PMC3769348/; https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0073610"	"24039998"	"PMC3769348"	"10.1371/journal.pone.0073610"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SECTM1A_CD7_selected_records.xml"	"Secreted and transmembrane 1A is a novel co-stimulatory ligand."	"Duncan Howie; Hugo Garcia Rueda; Marion H Brown; Herman Waldmann"	"2013"	"PloS one"	"Most T cell responses to pathogens or self antigens are modulated through the action of regulatory T cells and tissue-specific inhibitory mechanisms. To this end, several receptor-ligand pairs have evolved which either augment or diminish T cell function. Here we describe the tissue ligand SECTM1A (Secreted and transmembrane1A) as an alternative murine CD7 ligand. We show that SECTM1A, like SECTM1B, binds strongly to CD7, and that SECTM1B was able to compete with SECTM1A for CD7 binding. SECTM1A is ubiquitously expressed and has two major alternative transcripts which differ in expression between tissues. Both immobilised soluble forms of SECTM1A and SECTM1B and cell surface anchored forms demonstrated opposing effects on CD4+ T cell activation. Whereas SECTM1A acted as a co-stimulator of T cells, enhancing IL-2 production and proliferation, SECTM1B proved inhibitory to TCR mediated T cell activation. Surprisingly, both functional outcomes proved to be CD7-independent, indicating the existence of alternative receptors for both ligands. We used a SECTM1A-Fc fusion protein to immunoprecipitate potential alternative ligands from detergent lysates of CD7(-/-) T cells and, using mass spectrometry, identified GITR as a SECTM1A binder. SECTM1A was found to bind to activated CD4+ and CD8+ T cells as well as to CHO cells expressing cell surface GITR. Binding of SECTM1A to activated primary T cells was inhibited by either GITRL-Fc or anti GITR antibodies. Thus SECTM1A and SECTM1B represent novel reciprocal alternative ligands which may function to modulate the activation of effector and regulatory T cells. The ability of SECTM1A to activate T cells may be explained by its ability to bind to GITR."	"https://pubmed.ncbi.nlm.nih.gov/24039998/"
"P2FALLBACK-20B-M20B-EVID-004892-P2-DIRECT"	"20B"	"M20B-EVID-004892-P2-DIRECT"	""	"PMID:25535841; PMCID:PMC4303762; DOI:10.7554/eLife.05401; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SERPINF1_PLXDC_selected_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PEDF_PMC4303762_fulltext.xml"	"25535841"	"PMC4303762"	"10.7554/eLife.05401"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SERPINF1_PLXDC_selected_records.xml"	"Identification of PLXDC1 and PLXDC2 as the transmembrane receptors for the multifunctional factor PEDF."	"Guo Cheng; Ming Zhong; Riki Kawaguchi; Miki Kassai; Muayyad Al-Ubaidi; Jun Deng; Mariam Ter-Stepanian; Hui Sun"	"2014"	"eLife"	"Pigment Epithelium Derived Factor (PEDF) is a secreted factor that has broad biological activities. It was first identified as a neurotrophic factor and later as the most potent natural antiangiogenic factor, a stem cell niche factor, and an inhibitor of cancer cell growth. Numerous animal models demonstrated its therapeutic value in treating blinding diseases and diverse cancer types. A long-standing challenge is to reveal how PEDF acts on its target cells and the identities of the cell-surface receptors responsible for its activities. Here we report the identification of transmembrane proteins PLXDC1 and PLXDC2 as cell-surface receptors for PEDF. Using distinct cellular models, we demonstrate their cell type-specific receptor activities through loss of function and gain of function studies. Our experiments suggest that PEDF receptors form homooligomers under basal conditions, and PEDF dissociates the homooligomer to activate the receptors. Mutations in the intracellular domain can have profound effects on receptor activities."	"https://pubmed.ncbi.nlm.nih.gov/25535841/"
"P2FALLBACK-20B-M20B-EVID-004892-P2-FUNC"	"20B"	"M20B-EVID-004892-P2-FUNC"	""	"PMID:25535841; PMCID:PMC4303762; DOI:10.7554/eLife.05401; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PEDF_PMC4303762_fulltext.xml"	"25535841"	"PMC4303762"	"10.7554/eLife.05401"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SERPINF1_PLXDC_selected_records.xml"	"Identification of PLXDC1 and PLXDC2 as the transmembrane receptors for the multifunctional factor PEDF."	"Guo Cheng; Ming Zhong; Riki Kawaguchi; Miki Kassai; Muayyad Al-Ubaidi; Jun Deng; Mariam Ter-Stepanian; Hui Sun"	"2014"	"eLife"	"Pigment Epithelium Derived Factor (PEDF) is a secreted factor that has broad biological activities. It was first identified as a neurotrophic factor and later as the most potent natural antiangiogenic factor, a stem cell niche factor, and an inhibitor of cancer cell growth. Numerous animal models demonstrated its therapeutic value in treating blinding diseases and diverse cancer types. A long-standing challenge is to reveal how PEDF acts on its target cells and the identities of the cell-surface receptors responsible for its activities. Here we report the identification of transmembrane proteins PLXDC1 and PLXDC2 as cell-surface receptors for PEDF. Using distinct cellular models, we demonstrate their cell type-specific receptor activities through loss of function and gain of function studies. Our experiments suggest that PEDF receptors form homooligomers under basal conditions, and PEDF dissociates the homooligomer to activate the receptors. Mutations in the intracellular domain can have profound effects on receptor activities."	"https://pubmed.ncbi.nlm.nih.gov/25535841/"
"P2FALLBACK-20B-M20B-EVID-004892-P2-RELAY"	"20B"	"M20B-EVID-004892-P2-RELAY"	""	"PMID:25535841; PMCID:PMC4303762; DOI:10.7554/eLife.05401; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PEDF_PMC4303762_fulltext.xml"	"25535841"	"PMC4303762"	"10.7554/eLife.05401"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SERPINF1_PLXDC_selected_records.xml"	"Identification of PLXDC1 and PLXDC2 as the transmembrane receptors for the multifunctional factor PEDF."	"Guo Cheng; Ming Zhong; Riki Kawaguchi; Miki Kassai; Muayyad Al-Ubaidi; Jun Deng; Mariam Ter-Stepanian; Hui Sun"	"2014"	"eLife"	"Pigment Epithelium Derived Factor (PEDF) is a secreted factor that has broad biological activities. It was first identified as a neurotrophic factor and later as the most potent natural antiangiogenic factor, a stem cell niche factor, and an inhibitor of cancer cell growth. Numerous animal models demonstrated its therapeutic value in treating blinding diseases and diverse cancer types. A long-standing challenge is to reveal how PEDF acts on its target cells and the identities of the cell-surface receptors responsible for its activities. Here we report the identification of transmembrane proteins PLXDC1 and PLXDC2 as cell-surface receptors for PEDF. Using distinct cellular models, we demonstrate their cell type-specific receptor activities through loss of function and gain of function studies. Our experiments suggest that PEDF receptors form homooligomers under basal conditions, and PEDF dissociates the homooligomer to activate the receptors. Mutations in the intracellular domain can have profound effects on receptor activities."	"https://pubmed.ncbi.nlm.nih.gov/25535841/"
"P2FALLBACK-20B-M20B-EVID-004893-P2-DIRECT"	"20B"	"M20B-EVID-004893-P2-DIRECT"	""	"PMID:25535841; PMCID:PMC4303762; DOI:10.7554/eLife.05401; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SERPINF1_PLXDC_selected_records.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PEDF_PMC4303762_fulltext.xml"	"25535841"	"PMC4303762"	"10.7554/eLife.05401"	"resolved_authoritative_source_locator_pmid"	"one explicit PMID in source_locator matched one titled local paper metadata record"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_SERPINF1_PLXDC_selected_records.xml"	"Identification of PLXDC1 and PLXDC2 as the transmembrane receptors for the multifunctional factor PEDF."	"Guo Cheng; Ming Zhong; Riki Kawaguchi; Miki Kassai; Muayyad Al-Ubaidi; Jun Deng; Mariam Ter-Stepanian; Hui Sun"	"2014"	"eLife"	"Pigment Epithelium Derived Factor (PEDF) is a secreted factor that has broad biological activities. It was first identified as a neurotrophic factor and later as the most potent natural antiangiogenic factor, a stem cell niche factor, and an inhibitor of cancer cell growth. Numerous animal models demonstrated its therapeutic value in treating blinding diseases and diverse cancer types. A long-standing challenge is to reveal how PEDF acts on its target cells and the identities of the cell-surface receptors responsible for its activities. Here we report the identification of transmembrane proteins PLXDC1 and PLXDC2 as cell-surface receptors for PEDF. Using distinct cellular models, we demonstrate their cell type-specific receptor activities through loss of function and gain of function studies. Our experiments suggest that PEDF receptors form homooligomers under basal conditions, and PEDF dissociates the homooligomer to activate the receptors. Mutations in the intracellular domain can have profound effects on receptor activities."	"https://pubmed.ncbi.nlm.nih.gov/25535841/"
